#HeroicDeath Data Log - This file stores serialized data on player deaths in the following order:
#Victim|Killer|Murder Weapon|Cause of Death|Location|Timestamp|Death Message
#Murder weapon is in the format TypeIDxData, so Red Wool would be 35x14
#Location is in the format (x, y, z), and represents where the victim died.
Omnomnoms|||FALL|world_hoth (620.0,74.0,613.0)|12/23/2011 16:58:14 GMT|Omnomnoms fell to their death
snip3Zx94|Zombie||ENTITY_ATTACK|world_hoth (-2502.0,64.0,-968.0)|12/23/2011 17:30:22 GMT|snip3Zx94 was killed by an angry Zombie
Abrahamarmite|||FALL|world_hoth (620.0,68.0,540.0)|12/23/2011 17:36:39 GMT|Abrahamarmite took a leap of faith
Omnomnoms|||FALL|world_hoth (552.0,57.0,563.0)|12/23/2011 17:37:51 GMT|Omnomnoms fell to their death
Abrahamarmite|||FALL|world_hoth (611.0,67.0,504.0)|12/23/2011 17:39:46 GMT|Abrahamarmite fell to their death
Abrahamarmite|||FALL|world_hoth (621.0,81.0,525.0)|12/23/2011 17:40:43 GMT|Abrahamarmite fell to their death
Abrahamarmite|||FALL|world_hoth (621.0,89.0,497.0)|12/23/2011 17:41:37 GMT|Abrahamarmite fell to their death
Omnomnoms|||FALL|world_hoth (606.0,72.0,520.0)|12/23/2011 18:05:39 GMT|Omnomnoms took a leap of faith
Omnomnoms|||FALL|world_hoth (610.0,66.0,519.0)|12/23/2011 18:08:37 GMT|Omnomnoms fell to their death
Omnomnoms|||FALL|world_hoth (605.0,66.0,507.0)|12/23/2011 18:11:25 GMT|Omnomnoms took a leap of faith
Omnomnoms|||FALL|world_hoth (603.0,64.0,489.0)|12/23/2011 18:20:05 GMT|Omnomnoms took a leap of faith
Omnomnoms|||FALL|world_hoth (563.0,42.0,546.0)|12/23/2011 18:21:22 GMT|Omnomnoms took a leap of faith
snip3Zx94|Creeper||ENTITY_EXPLOSION|world_hoth (-348.0,14.0,-111.0)|12/23/2011 18:30:45 GMT|snip3Zx94 was creeper bombed
hampster900|||LAVA|world_hoth (608.0,64.0,510.0)|12/23/2011 18:44:59 GMT|hampster900 was killed by lava
Abrahamarmite|||FALL|world_hoth (608.0,66.0,514.0)|12/23/2011 18:45:13 GMT|Abrahamarmite took a leap of faith
Abrahamarmite|||LAVA|world_hoth (606.0,64.0,509.0)|12/23/2011 18:46:55 GMT|Abrahamarmite became obsidian
hampster900|||FALL|world_hoth (620.0,72.0,494.0)|12/23/2011 18:48:39 GMT|hampster900 took a leap of faith
Omnomnoms|||FALL|world_hoth (617.0,65.0,501.0)|12/23/2011 18:48:44 GMT|Omnomnoms fell to their death
Abrahamarmite|||FALL|world_hoth (621.0,74.0,527.0)|12/23/2011 18:48:44 GMT|Abrahamarmite took a leap of faith
Abrahamarmite|||FALL|world_hoth (566.0,42.0,525.0)|12/23/2011 18:48:49 GMT|Abrahamarmite fell to their death
Omnomnoms|||DROWNING|world_hoth (539.0,43.0,507.0)|12/23/2011 18:49:23 GMT|Omnomnoms drowned
Omnomnoms|||LAVA|world_hoth (608.0,64.0,513.0)|12/23/2011 18:51:14 GMT|Omnomnoms became obsidian
Abrahamarmite|||FALL|world_hoth (609.0,67.0,498.0)|12/23/2011 18:51:55 GMT|Abrahamarmite fell to their death
Abrahamarmite|||DROWNING|world_hoth (596.0,62.0,532.0)|12/23/2011 18:52:58 GMT|Abrahamarmite drowned
Abrahamarmite|||FALL|world_hoth (603.0,58.0,562.0)|12/23/2011 18:54:13 GMT|Abrahamarmite took a leap of faith
Abrahamarmite|||FALL|world_hoth (586.0,41.0,556.0)|12/23/2011 18:54:40 GMT|Abrahamarmite fell to their death
Abrahamarmite|||LAVA|world_hoth (607.0,64.0,510.0)|12/23/2011 18:55:17 GMT|Abrahamarmite became obsidian
Abrahamarmite|||LAVA|world_hoth (610.0,64.0,512.0)|12/23/2011 18:55:30 GMT|Abrahamarmite became obsidian
Abrahamarmite|||LAVA|world_hoth (608.0,64.0,513.0)|12/23/2011 18:55:46 GMT|Abrahamarmite was killed by lava
Abrahamarmite|||DROWNING|world_hoth (594.0,62.0,511.0)|12/23/2011 18:56:16 GMT|Abrahamarmite is swimming with the fishes
Omnomnoms|Abrahamarmite|0x-1|ENTITY_ATTACK|world_hoth (615.0,67.0,477.0)|12/23/2011 18:59:09 GMT|Abrahamarmite killed Omnomnoms wielding fists
Omnomnoms|||DROWNING|world_hoth (603.0,61.0,485.0)|12/23/2011 19:00:52 GMT|Omnomnoms is swimming with the fishes
Abrahamarmite|||FALL|world_hoth (621.0,91.0,513.0)|12/23/2011 19:02:28 GMT|Abrahamarmite fell to their death
Abrahamarmite|||LAVA|world_hoth (611.0,65.0,475.0)|12/23/2011 19:05:28 GMT|Abrahamarmite was killed by lava
Abrahamarmite|||VOID|world_hoth (535.0,-205.0,427.0)|12/23/2011 19:12:27 GMT|Abrahamarmite fell into the Void
snip3Zx94|||FALL|world_hoth (-359.0,12.0,-122.0)|12/23/2011 19:18:06 GMT|snip3Zx94 took a leap of faith
hampster900|||FALL|world_hoth (626.0,67.0,505.0)|12/23/2011 19:20:31 GMT|hampster900 fell to their death
Abrahamarmite|||VOID|world_hoth (668.0,-218.0,471.0)|12/23/2011 19:23:54 GMT|Abrahamarmite fell into the Void
snip3Zx94|||LAVA|world_hoth (-370.0,10.0,-120.0)|12/23/2011 22:11:19 GMT|snip3Zx94 took a bath in a lake of fire
sarvermason|||FALL|world_hoth (-192.0,63.0,-272.0)|12/24/2011 01:26:26 GMT|sarvermason fell to their death
mgp_kid|Spider||ENTITY_ATTACK|world_hoth (-242.0,78.0,-99.0)|12/24/2011 12:43:14 GMT|mgp_kid was killed by an angry Spider
IProHead|||FALL|world_hoth (-170.0,65.0,-128.0)|12/24/2011 16:42:14 GMT|IProHead fell to their death
IProHead|||FALL|world_hoth (-181.0,64.0,-130.0)|12/24/2011 16:59:32 GMT|IProHead took a leap of faith
IProHead|Creeper||ENTITY_EXPLOSION|world_hoth (-191.0,63.0,-121.0)|12/24/2011 17:01:26 GMT|IProHead was creeper bombed
IProHead|Creeper||ENTITY_EXPLOSION|world_hoth (-190.0,61.0,-120.0)|12/24/2011 17:02:18 GMT|IProHead hugged a creeper
camrocks17|sarvermason|276x10|ENTITY_ATTACK|world_hoth (-243.0,64.0,-162.0)|12/24/2011 20:54:29 GMT|sarvermason killed camrocks17 wielding diamond sword
camrocks17|sarvermason|276x14|ENTITY_ATTACK|world_hoth (-200.0,70.0,-178.0)|12/24/2011 20:55:55 GMT|sarvermason killed camrocks17 wielding diamond sword
camrocks17|||SUICIDE|world_hoth (-195.0,100.0,-152.0)|12/24/2011 21:00:29 GMT|camrocks17 decided to end it all.
camrocks17|sarvermason|276x18|ENTITY_ATTACK|world_hoth (-225.0,85.0,-135.0)|12/24/2011 21:00:53 GMT|sarvermason killed camrocks17 wielding diamond sword
sarvermason|th3ant|276x2|ENTITY_ATTACK|world_hoth (-200.0,71.0,-140.0)|12/24/2011 21:01:41 GMT|th3ant killed sarvermason wielding diamond sword
sarvermason|Spider||ENTITY_ATTACK|world_hoth (-218.0,64.0,-178.0)|12/24/2011 21:02:53 GMT|sarvermason was killed by an angry Spider
camrocks17|||FALL|world_hoth (-244.0,74.0,-91.0)|12/24/2011 21:03:14 GMT|camrocks17 fell to their death
sarvermason|th3ant|276x2|ENTITY_ATTACK|world_hoth (-202.0,69.0,-143.0)|12/24/2011 21:03:47 GMT|th3ant killed sarvermason wielding diamond sword
sarvermason|||FALL|world_hoth (-160.0,64.0,-137.0)|12/24/2011 21:31:30 GMT|sarvermason fell to their death
akextra|||FALL|world_hoth (-533.0,85.0,627.0)|12/24/2011 21:46:57 GMT|akextra fell to their death
akextra|||FALL|world_hoth (427.0,64.0,629.0)|12/24/2011 21:56:04 GMT|akextra fell to their death
akextra|||FALL|world_hoth (32.0,66.0,-171.0)|12/24/2011 22:08:34 GMT|akextra fell to their death
akextra|||FALL|world_hoth (46.0,63.0,-183.0)|12/24/2011 22:11:01 GMT|akextra took a leap of faith
akextra|sarvermason|276x31|ENTITY_ATTACK|world_hoth (-528.0,87.0,628.0)|12/24/2011 22:16:20 GMT|sarvermason killed akextra wielding diamond sword
sarvermason|Slime||ENTITY_ATTACK|world_hoth (-518.0,85.0,623.0)|12/24/2011 22:16:31 GMT|sarvermason was killed by an angry Slime
sarvermason|akextra|276x58|ENTITY_ATTACK|world_hoth (-531.0,85.0,621.0)|12/24/2011 22:17:46 GMT|akextra killed sarvermason wielding diamond sword
sarvermason|akextra|276x61|ENTITY_ATTACK|world_hoth (16.0,82.0,-165.0)|12/24/2011 22:18:09 GMT|akextra killed sarvermason wielding diamond sword
akextra|sarvermason|276x45|ENTITY_ATTACK|world_hoth (-519.0,85.0,618.0)|12/24/2011 22:21:18 GMT|sarvermason killed akextra wielding diamond sword
sarvermason|akextra|267x-60|ENTITY_ATTACK|world_hoth (-535.0,85.0,627.0)|12/24/2011 22:21:54 GMT|akextra killed sarvermason wielding iron sword
akextra|||FIRE|world_hoth (39.0,77.0,-189.0)|12/24/2011 22:29:03 GMT|akextra burned to death
smellaykelly|Zombie||ENTITY_ATTACK|world_hoth (57.0,75.0,-166.0)|12/25/2011 00:48:17 GMT|smellaykelly was killed by an angry Zombie
snip3Zx94|||FALL|world_hoth (-249.0,64.0,-154.0)|12/25/2011 02:57:54 GMT|snip3Zx94 fell to their death
snip3Zx94|||FALL|world_hoth (-251.0,64.0,-162.0)|12/25/2011 02:58:16 GMT|snip3Zx94 took a leap of faith
snip3Zx94|Creeper||ENTITY_EXPLOSION|world_hoth (-257.0,98.0,-124.0)|12/25/2011 02:59:45 GMT|snip3Zx94 was creeper bombed
snip3Zx94|||FALL|world_hoth (-227.0,65.0,-149.0)|12/25/2011 03:01:13 GMT|snip3Zx94 fell to their death
snip3Zx94|||FALL|world_hoth (-246.0,73.0,-107.0)|12/25/2011 03:03:09 GMT|snip3Zx94 fell to their death
snip3Zx94|||FALL|world_hoth (-254.0,65.0,-146.0)|12/25/2011 03:09:02 GMT|snip3Zx94 took a leap of faith
snip3Zx94|||FALL|world_hoth (-281.0,97.0,-149.0)|12/25/2011 03:13:46 GMT|snip3Zx94 fell to their death
snip3Zx94|||FALL|world_hoth (-216.0,64.0,-156.0)|12/25/2011 03:18:14 GMT|snip3Zx94 fell to their death
snip3Zx94|||FALL|world_hoth (-208.0,71.0,-189.0)|12/25/2011 03:19:46 GMT|snip3Zx94 took a leap of faith
snip3Zx94|||FALL|world_hoth (-134.0,72.0,-121.0)|12/25/2011 03:21:59 GMT|snip3Zx94 took a leap of faith
snip3Zx94|||FALL|world_hoth (-134.0,73.0,-151.0)|12/25/2011 03:24:06 GMT|snip3Zx94 took a leap of faith
snip3Zx94|||FALL|world_hoth (-113.0,65.0,-143.0)|12/25/2011 03:39:36 GMT|snip3Zx94 took a leap of faith
snip3Zx94|||FALL|world_hoth (21.0,81.0,-144.0)|12/25/2011 03:41:08 GMT|snip3Zx94 took a leap of faith
snip3Zx94|||FALL|world_hoth (-241.0,89.0,-101.0)|12/25/2011 03:51:13 GMT|snip3Zx94 took a leap of faith
snip3Zx94|||FALL|world_hoth (51.0,101.0,-626.0)|12/25/2011 04:00:50 GMT|snip3Zx94 took a leap of faith
snip3Zx94|||FALL|world_hoth (237.0,122.0,-707.0)|12/25/2011 04:06:46 GMT|snip3Zx94 fell to their death
smellaykelly|Creeper||ENTITY_EXPLOSION|world_hoth (63.0,75.0,-122.0)|12/25/2011 16:47:12 GMT|smellaykelly hugged a creeper
Omnomnoms|||LAVA|world_hoth (-463.0,61.0,-68.0)|12/25/2011 16:52:07 GMT|Omnomnoms took a bath in a lake of fire
Abrahamarmite|||LAVA|world_hoth (-464.0,61.0,-70.0)|12/25/2011 16:52:13 GMT|Abrahamarmite took a bath in a lake of fire
Abrahamarmite|||FALL|world_hoth (384.0,38.0,-872.0)|12/25/2011 17:00:42 GMT|Abrahamarmite took a leap of faith
smellaykelly|Spider||ENTITY_ATTACK|world_hoth (54.0,80.0,-150.0)|12/25/2011 17:02:46 GMT|smellaykelly was killed by an angry Spider
Omnomnoms|Spider||ENTITY_ATTACK|world_hoth (417.0,72.0,-872.0)|12/25/2011 17:34:24 GMT|Omnomnoms was killed by an angry Spider
Omnomnoms|||DROWNING|world_hoth (578.0,61.0,501.0)|12/25/2011 17:35:07 GMT|Omnomnoms drowned
Abrahamarmite|Creeper||ENTITY_EXPLOSION|world_hoth (415.0,70.0,-859.0)|12/25/2011 17:37:46 GMT|Abrahamarmite was creeper bombed
Omnomnoms|||LAVA|world_hoth_nether (-185.0,30.0,38.0)|12/25/2011 17:46:19 GMT|Omnomnoms became obsidian
aambss|Enderman||ENTITY_ATTACK|world_hoth (-233.0,74.0,-96.0)|12/25/2011 19:33:12 GMT|aambss was killed by an angry Enderman
aambss|Enderman||ENTITY_ATTACK|world_hoth (-232.0,74.0,-83.0)|12/25/2011 19:33:58 GMT|aambss was killed by an angry Enderman
Hobby203|||VOID|world_hoth (-512.0,-82.0,672.0)|12/25/2011 21:29:18 GMT|Hobby203 fell into the Void
the_magic|Spider||ENTITY_ATTACK|world_hoth (-186.0,64.0,-198.0)|12/25/2011 21:51:34 GMT|the_magic was killed by an angry Spider
smellaykelly|Creeper||ENTITY_EXPLOSION|world_hoth (51.0,80.0,-157.0)|12/25/2011 23:30:44 GMT|smellaykelly was creeper bombed
smellaykelly|Creeper||ENTITY_EXPLOSION|world_hoth (55.0,79.0,-164.0)|12/25/2011 23:31:08 GMT|smellaykelly was creeper bombed
mgp_kid|||FALL|world_hoth (-238.0,74.0,-96.0)|12/26/2011 08:20:45 GMT|mgp_kid took a leap of faith
mgp_kid|||SUICIDE|world_hoth (-224.0,64.0,-144.0)|12/26/2011 09:20:20 GMT|mgp_kid decided to end it all.
DarkLord13|||VOID|world_hoth (535.0,-92.0,563.0)|12/26/2011 13:00:38 GMT|DarkLord13 fell into the Void
DarkLord13|||VOID|world_hoth (535.0,-92.0,563.0)|12/26/2011 13:00:52 GMT|DarkLord13 fell into the Void
the_magic|PigZombie||ENTITY_ATTACK|world_hoth_nether (-23.0,73.0,-28.0)|12/26/2011 13:18:29 GMT|the_magic was killed by an angry PigZombie
th3ant|||FALL|world_hoth (-2434.0,11.0,-793.0)|12/26/2011 17:57:14 GMT|th3ant took a leap of faith
aambss|smellaykelly|283x26|ENTITY_ATTACK|world_hoth (-193.0,64.0,-112.0)|12/26/2011 19:43:15 GMT|smellaykelly killed aambss wielding gold sword
aambss|||FALL|world_hoth (34.0,63.0,-176.0)|12/26/2011 20:04:27 GMT|aambss took a leap of faith
aambss|Wolf||ENTITY_ATTACK|world_hoth (30.0,84.0,-159.0)|12/26/2011 20:10:18 GMT|aambss was killed by an angry Wolf
aambss|Wolf||ENTITY_ATTACK|world_hoth (31.0,83.0,-162.0)|12/26/2011 20:34:10 GMT|aambss was killed by an angry Wolf
aambss|Wolf||ENTITY_ATTACK|world_hoth (36.0,83.0,-155.0)|12/26/2011 20:36:34 GMT|aambss was killed by an angry Wolf
sarvermason|||FALL|world_hoth (-203.0,64.0,-206.0)|12/26/2011 21:04:57 GMT|sarvermason took a leap of faith
aambss|Wolf||ENTITY_ATTACK|world_hoth (30.0,82.0,-166.0)|12/26/2011 22:12:46 GMT|aambss was killed by an angry Wolf
aambss|Wolf||ENTITY_ATTACK|world_hoth (31.0,83.0,-166.0)|12/26/2011 22:12:58 GMT|aambss was killed by an angry Wolf
aambss|Wolf||ENTITY_ATTACK|world_hoth (30.0,84.0,-166.0)|12/26/2011 22:20:31 GMT|aambss was killed by an angry Wolf
smellaykelly|aambss|258x94|ENTITY_ATTACK|world_hoth (33.0,83.0,-163.0)|12/26/2011 22:21:45 GMT|aambss killed smellaykelly wielding iron axe
smellaykelly|aambss|258x104|ENTITY_ATTACK|world_hoth (35.0,83.0,-164.0)|12/26/2011 22:22:02 GMT|aambss killed smellaykelly wielding iron axe
aambss|smellaykelly|267x96|ENTITY_ATTACK|world_hoth (40.0,83.0,-155.0)|12/26/2011 22:22:36 GMT|smellaykelly killed aambss wielding iron sword
smellaykelly|aambss|261x7|ENTITY_ATTACK|world_hoth (38.0,83.0,-153.0)|12/26/2011 22:23:03 GMT|aambss killed smellaykelly wielding bow & arrow
aambss|||FALL|world_hoth (23.0,68.0,-171.0)|12/26/2011 22:50:10 GMT|aambss took a leap of faith
aambss|Wolf||ENTITY_ATTACK|world_hoth (41.0,83.0,-162.0)|12/26/2011 23:00:32 GMT|aambss was killed by an angry Wolf
aambss|Wolf||ENTITY_ATTACK|world_hoth (38.0,83.0,-183.0)|12/26/2011 23:00:55 GMT|aambss was killed by an angry Wolf
mgp_kid|||FALL|world_hoth (-198.0,69.0,-86.0)|12/27/2011 11:50:09 GMT|mgp_kid took a leap of faith
Omnomnoms|||VOID|world_hoth (-169.0,-82.0,-224.0)|12/27/2011 17:19:02 GMT|Omnomnoms fell into the Void
smellaykelly|||FALL|world_hoth (32.0,85.0,-156.0)|12/27/2011 18:48:41 GMT|smellaykelly took a leap of faith
smellaykelly|Creeper||ENTITY_EXPLOSION|world_hoth (81.0,71.0,-100.0)|12/27/2011 19:18:24 GMT|smellaykelly was creeper bombed
smellaykelly|Skeleton||ENTITY_ATTACK|world_hoth (46.0,74.0,-122.0)|12/27/2011 19:20:07 GMT|smellaykelly was killed by an angry Skeleton
smellaykelly|Zombie||ENTITY_ATTACK|world_hoth (117.0,64.0,-180.0)|12/27/2011 19:21:56 GMT|smellaykelly was killed by an angry Zombie
smellaykelly|Zombie||ENTITY_ATTACK|world_hoth (111.0,63.0,-172.0)|12/27/2011 19:23:59 GMT|smellaykelly was killed by an angry Zombie
smellaykelly|Skeleton||ENTITY_ATTACK|world_hoth (107.0,60.0,-169.0)|12/27/2011 19:24:50 GMT|smellaykelly was killed by an angry Skeleton
smellaykelly|Creeper||ENTITY_EXPLOSION|world_hoth (55.0,64.0,-210.0)|12/27/2011 20:21:04 GMT|smellaykelly was creeper bombed
IProHead|||FALL|world_hoth (-176.0,64.0,-134.0)|12/27/2011 21:06:17 GMT|IProHead took a leap of faith
IProHead|Zombie||ENTITY_ATTACK|world_hoth (-189.0,63.0,-125.0)|12/27/2011 21:07:08 GMT|IProHead was killed by an angry Zombie
smellaykelly|aambss|267x-84|ENTITY_ATTACK|world_hoth (-207.0,64.0,-121.0)|12/27/2011 21:11:00 GMT|aambss killed smellaykelly wielding iron sword
smellaykelly|aambss|267x-77|ENTITY_ATTACK|world_hoth (-223.0,64.0,-473.0)|12/27/2011 21:14:17 GMT|aambss killed smellaykelly wielding iron sword
Hobby203|||SUICIDE|world_hoth (16.0,83.0,-155.0)|12/27/2011 21:23:54 GMT|Hobby203 decided to end it all.
smellaykelly|Zombie||ENTITY_ATTACK|world_hoth (11.0,81.0,-159.0)|12/27/2011 21:26:33 GMT|smellaykelly was killed by an angry Zombie
smellaykelly|aambss|267x-56|ENTITY_ATTACK|world_hoth (31.0,88.0,-161.0)|12/27/2011 21:33:27 GMT|aambss killed smellaykelly wielding iron sword
smellaykelly|||FALL|world_hoth (-238.0,21.0,-131.0)|12/27/2011 22:58:18 GMT|smellaykelly fell to their death
smellaykelly|||FALL|world_hoth (-238.0,21.0,-131.0)|12/27/2011 22:59:47 GMT|smellaykelly took a leap of faith
Trueblue62|||VOID|world_hoth_the_end (109.0,-192.0,-4.0)|12/28/2011 00:16:39 GMT|Trueblue62 fell into the Void
smellaykelly|||FALL|world_hoth (-201.0,64.0,-184.0)|12/28/2011 00:54:49 GMT|smellaykelly fell to their death
aambss|||FALL|world_hoth (-262.0,53.0,-485.0)|12/28/2011 00:58:45 GMT|aambss took a leap of faith
aambss|||FALL|world_hoth (40.0,62.0,-179.0)|12/28/2011 02:33:21 GMT|aambss fell to their death
aambss|||FALL|world_hoth (-169.0,64.0,-141.0)|12/28/2011 02:39:09 GMT|aambss took a leap of faith
DarkLord13|||FALL|world_hoth (-154.0,57.0,-205.0)|12/28/2011 15:18:33 GMT|DarkLord13 fell to their death
DarkLord13|Hobby203|261x5|ENTITY_ATTACK|world_hoth (-146.0,57.0,-202.0)|12/28/2011 15:18:58 GMT|Hobby203 killed DarkLord13 wielding bow & arrow
DarkLord13|PigZombie||ENTITY_ATTACK|world_hoth_nether (-46.0,69.0,-53.0)|12/28/2011 15:24:21 GMT|DarkLord13 was killed by an angry PigZombie
DarkLord13|PigZombie||ENTITY_ATTACK|world_hoth_nether (-18.0,67.0,-34.0)|12/28/2011 15:25:49 GMT|DarkLord13 was killed by an angry PigZombie
DarkLord13|||FALL|world_hoth (-249.0,64.0,-143.0)|12/28/2011 15:54:54 GMT|DarkLord13 took a leap of faith
IProHead|smellaykelly|276x112|ENTITY_ATTACK|world_hoth (34.0,88.0,-164.0)|12/28/2011 16:55:36 GMT|smellaykelly killed IProHead wielding diamond sword
IProHead|smellaykelly|276x115|ENTITY_ATTACK|world_hoth (-191.0,64.0,-160.0)|12/28/2011 16:58:36 GMT|smellaykelly killed IProHead wielding diamond sword
IProHead|smellaykelly|276x118|ENTITY_ATTACK|world_hoth (-203.0,63.0,-195.0)|12/28/2011 16:58:47 GMT|smellaykelly killed IProHead wielding diamond sword
IProHead|smellaykelly|276x121|ENTITY_ATTACK|world_hoth (-203.0,59.0,-192.0)|12/28/2011 16:58:52 GMT|smellaykelly killed IProHead wielding diamond sword
IProHead|smellaykelly|276x124|ENTITY_ATTACK|world_hoth (-203.0,59.0,-192.0)|12/28/2011 16:58:57 GMT|smellaykelly killed IProHead wielding diamond sword
IProHead|smellaykelly|276x127|ENTITY_ATTACK|world_hoth (-202.0,60.0,-191.0)|12/28/2011 16:59:00 GMT|smellaykelly killed IProHead wielding diamond sword
IProHead|smellaykelly|276x-126|ENTITY_ATTACK|world_hoth (-204.0,59.0,-189.0)|12/28/2011 16:59:08 GMT|smellaykelly killed IProHead wielding diamond sword
smellaykelly|IProHead|0x-1|ENTITY_ATTACK|world_hoth (-205.0,60.0,-187.0)|12/28/2011 16:59:14 GMT|IProHead killed smellaykelly wielding fists
IProHead|||FALL|world_hoth (-801.0,66.0,-402.0)|12/28/2011 17:00:36 GMT|IProHead fell to their death
DarkLord13|||FALL|world_hoth (-753.0,83.0,-387.0)|12/28/2011 17:00:59 GMT|DarkLord13 fell to their death
DarkLord13|||FALL|world_hoth (-756.0,67.0,-406.0)|12/28/2011 17:03:56 GMT|DarkLord13 took a leap of faith
smellaykelly|||DROWNING|world_hoth (34.0,52.0,-187.0)|12/28/2011 17:28:28 GMT|smellaykelly drowned
smellaykelly|||DROWNING|world_hoth (33.0,47.0,-193.0)|12/28/2011 17:29:16 GMT|smellaykelly drowned
IProHead|||FALL|world_hoth (-62.0,68.0,-381.0)|12/28/2011 17:41:16 GMT|IProHead took a leap of faith
IProHead|||FALL|world_hoth (-203.0,59.0,-191.0)|12/28/2011 17:42:49 GMT|IProHead took a leap of faith
IProHead|smellaykelly|276x2|ENTITY_ATTACK|world_hoth (-204.0,70.0,-196.0)|12/28/2011 17:43:12 GMT|smellaykelly killed IProHead wielding diamond sword
IProHead|smellaykelly|276x5|ENTITY_ATTACK|world_hoth (-206.0,60.0,-196.0)|12/28/2011 17:43:26 GMT|smellaykelly killed IProHead wielding diamond sword
smellaykelly|||FIRE_TICK|world_hoth (-204.0,59.0,-196.0)|12/28/2011 17:46:04 GMT|smellaykelly burned to death
smellaykelly|||DROWNING|world_hoth (-171.0,25.0,-227.0)|12/28/2011 18:01:04 GMT|smellaykelly drowned
smellaykelly|||VOID|world_hoth (-170.0,-180.0,-225.0)|12/28/2011 18:11:28 GMT|smellaykelly fell into the Void
smellaykelly|Silverfish||ENTITY_ATTACK|world_hoth (-211.0,64.0,-173.0)|12/28/2011 18:17:10 GMT|smellaykelly was killed by an angry Silverfish
hampster900|||SUICIDE|world_hoth (170.0,63.0,-191.0)|12/28/2011 19:15:03 GMT|hampster900 committed suicide.
hampster900|||LAVA|world_hoth (-212.0,53.0,-258.0)|12/28/2011 19:15:56 GMT|hampster900 was killed by lava
smellaykelly|aambss|276x87|ENTITY_ATTACK|world_hoth (173.0,63.0,-194.0)|12/28/2011 19:25:49 GMT|aambss killed smellaykelly wielding diamond sword
IProHead|||FALL|world_hoth (-146.0,21.0,-180.0)|12/28/2011 21:16:28 GMT|IProHead took a leap of faith
IProHead|Creeper||ENTITY_EXPLOSION|world_hoth (-255.0,64.0,-166.0)|12/28/2011 21:17:17 GMT|IProHead hugged a creeper
smellaykelly|Creeper||ENTITY_EXPLOSION|world_hoth (-209.0,54.0,-168.0)|12/29/2011 01:42:55 GMT|smellaykelly hugged a creeper
